,no_reuse,pair_index1,pair_index2,pair_date1,pair_date2,pair_text1,pair_text2
14,3,0,550,1855-05-24-seq-4.txt,1856-01-31-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good thocountry af fords room neat good order servant clidiont readv wait friend
15,4,2,456,1854-09-07-seq-3.txt,1855-03-08-seq-4.txt,jl advance price pro   vision servant hire house rent etc I compel advauco mr,advance price pro vision servant hire house rent ffcv I nm rnmnollph tn iiiimpa nn mv
16,3,2,507,1854-09-07-seq-3.txt,1855-05-31-seq-4.txt,jl advance price pro   vision servant hire house rent etc I compel advauco mr,advance price pro vision servant hire house ant a t 11 1
17,4,2,518,1854-09-07-seq-3.txt,1854-11-23-seq-4.txt,jl advance price pro   vision servant hire house rent etc I compel advauco mr,advance price pro ft vision servant hire house rent etc I compel advance
18,4,15,27,1855-08-09-seq-4.txt,1855-11-29-seq-4.txt,furnish tfith a good country af fords room neat in good order servant obedient ready wait prr friend,furnish good country af fords room neat good order servant obedient ready wait friend
19,4,15,179,1855-08-09-seq-4.txt,1856-01-24-seq-4.txt,furnish tfith a good country af fords room neat in good order servant obedient ready wait prr friend,furnish good country af fords room neat good order servant obedient ready wait pur friend
20,4,15,214,1855-08-09-seq-4.txt,1856-01-17-seq-4.txt,furnish tfith a good country af fords room neat in good order servant obedient ready wait prr friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
21,4,15,483,1855-08-09-seq-4.txt,1855-12-27-seq-4.txt,furnish tfith a good country af fords room neat in good order servant obedient ready wait prr friend,furnish wih good country af fords room neat good order servant obedient ready wait frieud
22,4,15,519,1855-08-09-seq-4.txt,1855-08-23-seq-4.txt,furnish tfith a good country af fords room neat in good order servant obedient ready wait prr friend,furnish good country af fords room neat good order servant obedient ready wait friend
23,3,25,27,1855-03-01-seq-4.txt,1855-11-29-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait friend
24,3,25,53,1855-03-01-seq-4.txt,1855-06-07-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country afr fords room neat good order servant obedient ready wait friend
25,3,25,72,1855-03-01-seq-4.txt,1855-11-01-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good as conntry af fords room neat good order servant obedient ready wait friend
26,3,25,191,1855-03-01-seq-4.txt,1855-10-18-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish as good country al ford room neat good order servant obedient ready wait friend
27,3,25,205,1855-03-01-seq-4.txt,1855-11-15-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,bo furnish good country al   fords rodms neat good order servant obedient ready wait friend
28,3,25,214,1855-03-01-seq-4.txt,1856-01-17-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
29,3,25,318,1855-03-01-seq-4.txt,1855-07-19-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country atr ford room neat good order servant obedient ready wait friend
30,3,25,330,1855-03-01-seq-4.txt,1855-11-08-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af    ford room neat good order servant obedient ready wait friend
31,3,25,342,1855-03-01-seq-4.txt,1855-11-22-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good a3 couutrjr af fords room3 neat good order servant obedient ready wait friend
32,3,25,391,1855-03-01-seq-4.txt,1855-06-14-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish aa good country af ford rooma neat good order servant obedient ready wait friend
33,3,25,437,1855-03-01-seq-4.txt,1855-04-12-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af lords room neat good order servant obedient ready wait friend
34,3,25,455,1855-03-01-seq-4.txt,1855-03-08-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good asthe country afc fords room neat good order servant obedient ready wait friend
35,3,25,473,1855-03-01-seq-4.txt,1856-01-10-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish a good country ford room neat good order servant obedient ready wait friend
36,3,25,495,1855-03-01-seq-4.txt,1855-02-15-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
37,3,25,498,1855-03-01-seq-4.txt,1855-06-28-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af ford room neat good order servant obedient ready wait friend
38,3,25,500,1855-03-01-seq-4.txt,1855-06-21-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,befurnishe ih gond country af fords room reat ard good order servant obedient ready wait friend and
39,3,25,506,1855-03-01-seq-4.txt,1855-05-31-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af lord room neat good order servant obedient ready wait friend
40,3,25,513,1855-03-01-seq-4.txt,1855-07-05-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
41,3,25,516,1855-03-01-seq-4.txt,1855-12-13-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good th country al ford room neat good order servant obedient ready wait friend nd
42,3,25,519,1855-03-01-seq-4.txt,1855-08-23-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait friend
43,3,25,559,1855-03-01-seq-4.txt,1855-10-04-seq-4.txt,furnish good country af rorasj room tieat good order servant obedient ready wait friend,furnish good country al ford room neat good order servant obedient ready wait friend
44,7,27,39,1855-11-29-seq-4.txt,1855-10-11-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient readv wait friend
45,6,27,40,1855-11-29-seq-4.txt,1855-05-17-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant lliw    tt
46,6,27,53,1855-11-29-seq-4.txt,1855-06-07-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country afr fords room neat good order servant obedient ready wait friend
47,7,27,69,1855-11-29-seq-4.txt,1855-05-10-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient feadv wait friend
48,7,27,72,1855-11-29-seq-4.txt,1855-11-01-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good as conntry af fords room neat good order servant obedient ready wait friend
49,4,27,170,1855-11-29-seq-4.txt,1855-09-20-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish a good theeountry af cord room neat good order servant obedient ready wait ou our friend
50,9,27,179,1855-11-29-seq-4.txt,1856-01-24-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait pur friend
51,3,27,189,1855-11-29-seq-4.txt,1855-09-13-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,ba furnish good country ai fords room neat good order servant obedient readv wait friend
52,5,27,191,1855-11-29-seq-4.txt,1855-10-18-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish as good country al ford room neat good order servant obedient ready wait friend
53,3,27,194,1855-11-29-seq-4.txt,1855-07-12-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,iwfurnishe with asiod country affolsroom neat good order servant obedient ready wait cn bur friend
54,4,27,205,1855-11-29-seq-4.txt,1855-11-15-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,bo furnish good country al   fords rodms neat good order servant obedient ready wait friend
55,10,27,214,1855-11-29-seq-4.txt,1856-01-17-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
56,5,27,318,1855-11-29-seq-4.txt,1855-07-19-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country atr ford room neat good order servant obedient ready wait friend
57,5,27,330,1855-11-29-seq-4.txt,1855-11-08-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af    ford room neat good order servant obedient ready wait friend
58,4,27,342,1855-11-29-seq-4.txt,1855-11-22-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good a3 couutrjr af fords room3 neat good order servant obedient ready wait friend
59,4,27,391,1855-11-29-seq-4.txt,1855-06-14-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish aa good country af ford rooma neat good order servant obedient ready wait friend
60,5,27,437,1855-11-29-seq-4.txt,1855-04-12-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af lords room neat good order servant obedient ready wait friend
61,6,27,455,1855-11-29-seq-4.txt,1855-03-08-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good asthe country afc fords room neat good order servant obedient ready wait friend
62,5,27,473,1855-11-29-seq-4.txt,1856-01-10-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish a good country ford room neat good order servant obedient ready wait friend
63,8,27,483,1855-11-29-seq-4.txt,1855-12-27-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish wih good country af fords room neat good order servant obedient ready wait frieud
64,4,27,495,1855-11-29-seq-4.txt,1855-02-15-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
65,5,27,498,1855-11-29-seq-4.txt,1855-06-28-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af ford room neat good order servant obedient ready wait friend
66,3,27,500,1855-11-29-seq-4.txt,1855-06-21-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,befurnishe ih gond country af fords room reat ard good order servant obedient ready wait friend and
67,5,27,506,1855-11-29-seq-4.txt,1855-05-31-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af lord room neat good order servant obedient ready wait friend
68,4,27,513,1855-11-29-seq-4.txt,1855-07-05-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
69,5,27,516,1855-11-29-seq-4.txt,1855-12-13-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good th country al ford room neat good order servant obedient ready wait friend nd
70,10,27,519,1855-11-29-seq-4.txt,1855-08-23-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait friend
71,7,27,538,1855-11-29-seq-4.txt,1855-04-19-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient readr wait ffienda
72,3,27,550,1855-11-29-seq-4.txt,1856-01-31-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good thocountry af fords room neat good order servant clidiont readv wait friend
73,5,27,559,1855-11-29-seq-4.txt,1855-10-04-seq-4.txt,furnish good country af fords room neat good order servant obedient ready wait friend,furnish good country al ford room neat good order servant obedient ready wait friend
74,7,29,80,1856-12-25-seq-3.txt,1856-12-04-seq-3.txt,favetteville nttyfour likely negro consist house servant field hand   I will also time place offer,fayetteville fiftyfour likely hkjrroe consist house servant field hand I will also time place offer
75,7,29,211,1856-12-25-seq-3.txt,1856-11-27-seq-3.txt,favetteville nttyfour likely negro consist house servant field hand   I will also time place offer,fayettaville fiftyfour likely kcgroe consist house servant field hand I will also time place offer
76,6,39,40,1855-10-11-seq-4.txt,1855-05-17-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good country af fords room neat good order servant lliw    tt
77,3,39,53,1855-10-11-seq-4.txt,1855-06-07-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good country afr fords room neat good order servant obedient ready wait friend
78,7,39,69,1855-10-11-seq-4.txt,1855-05-10-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good country af fords room neat good order servant obedient feadv wait friend
79,4,39,72,1855-10-11-seq-4.txt,1855-11-01-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good as conntry af fords room neat good order servant obedient ready wait friend
80,7,39,179,1855-10-11-seq-4.txt,1856-01-24-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good country af fords room neat good order servant obedient ready wait pur friend
81,6,39,189,1855-10-11-seq-4.txt,1855-09-13-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,ba furnish good country ai fords room neat good order servant obedient readv wait friend
82,7,39,214,1855-10-11-seq-4.txt,1856-01-17-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
83,5,39,223,1855-10-11-seq-4.txt,1855-10-25-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good countrval ford room neat good order servant obedient readv wait friend
84,3,39,455,1855-10-11-seq-4.txt,1855-03-08-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good asthe country afc fords room neat good order servant obedient ready wait friend
85,6,39,483,1855-10-11-seq-4.txt,1855-12-27-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish wih good country af fords room neat good order servant obedient ready wait frieud
86,7,39,519,1855-10-11-seq-4.txt,1855-08-23-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good country af fords room neat good order servant obedient ready wait friend
87,7,39,538,1855-10-11-seq-4.txt,1855-04-19-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good country af fords room neat good order servant obedient readr wait ffienda
88,3,39,550,1855-10-11-seq-4.txt,1856-01-31-seq-4.txt,furnish good country af fords room neat good order servant obedient readv wait friend,furnish good thocountry af fords room neat good order servant clidiont readv wait friend
89,6,40,69,1855-05-17-seq-4.txt,1855-05-10-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish good country af fords room neat good order servant obedient feadv wait friend
90,3,40,72,1855-05-17-seq-4.txt,1855-11-01-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish good as conntry af fords room neat good order servant obedient ready wait friend
91,6,40,179,1855-05-17-seq-4.txt,1856-01-24-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish good country af fords room neat good order servant obedient ready wait pur friend
92,6,40,214,1855-05-17-seq-4.txt,1856-01-17-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,bo furnish good country af fords room neat good order servant obedient ready wait friend
93,5,40,483,1855-05-17-seq-4.txt,1855-12-27-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish wih good country af fords room neat good order servant obedient ready wait frieud
94,6,40,519,1855-05-17-seq-4.txt,1855-08-23-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish good country af fords room neat good order servant obedient ready wait friend
95,6,40,538,1855-05-17-seq-4.txt,1855-04-19-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish good country af fords room neat good order servant obedient readr wait ffienda
96,3,40,550,1855-05-17-seq-4.txt,1856-01-31-seq-4.txt,furnish good country af fords room neat good order servant lliw    tt,furnish good thocountry af fords room neat good order servant clidiont readv wait friend
97,3,53,69,1855-06-07-seq-4.txt,1855-05-10-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient feadv wait friend
98,6,53,72,1855-06-07-seq-4.txt,1855-11-01-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good as conntry af fords room neat good order servant obedient ready wait friend
99,4,53,170,1855-06-07-seq-4.txt,1855-09-20-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish a good theeountry af cord room neat good order servant obedient ready wait ou our friend
100,5,53,179,1855-06-07-seq-4.txt,1856-01-24-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait pur friend
101,3,53,189,1855-06-07-seq-4.txt,1855-09-13-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,ba furnish good country ai fords room neat good order servant obedient readv wait friend
102,5,53,191,1855-06-07-seq-4.txt,1855-10-18-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish as good country al ford room neat good order servant obedient ready wait friend
103,3,53,194,1855-06-07-seq-4.txt,1855-07-12-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,iwfurnishe with asiod country affolsroom neat good order servant obedient ready wait cn bur friend
104,4,53,205,1855-06-07-seq-4.txt,1855-11-15-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,bo furnish good country al   fords rodms neat good order servant obedient ready wait friend
105,6,53,214,1855-06-07-seq-4.txt,1856-01-17-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
106,5,53,318,1855-06-07-seq-4.txt,1855-07-19-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country atr ford room neat good order servant obedient ready wait friend
107,5,53,330,1855-06-07-seq-4.txt,1855-11-08-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af    ford room neat good order servant obedient ready wait friend
108,4,53,342,1855-06-07-seq-4.txt,1855-11-22-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good a3 couutrjr af fords room3 neat good order servant obedient ready wait friend
109,4,53,391,1855-06-07-seq-4.txt,1855-06-14-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish aa good country af ford rooma neat good order servant obedient ready wait friend
110,5,53,437,1855-06-07-seq-4.txt,1855-04-12-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af lords room neat good order servant obedient ready wait friend
111,6,53,455,1855-06-07-seq-4.txt,1855-03-08-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good asthe country afc fords room neat good order servant obedient ready wait friend
112,5,53,473,1855-06-07-seq-4.txt,1856-01-10-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish a good country ford room neat good order servant obedient ready wait friend
113,5,53,483,1855-06-07-seq-4.txt,1855-12-27-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish wih good country af fords room neat good order servant obedient ready wait frieud
114,4,53,495,1855-06-07-seq-4.txt,1855-02-15-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
115,5,53,498,1855-06-07-seq-4.txt,1855-06-28-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af ford room neat good order servant obedient ready wait friend
116,3,53,500,1855-06-07-seq-4.txt,1855-06-21-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,befurnishe ih gond country af fords room reat ard good order servant obedient ready wait friend and
117,5,53,506,1855-06-07-seq-4.txt,1855-05-31-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af lord room neat good order servant obedient ready wait friend
118,4,53,513,1855-06-07-seq-4.txt,1855-07-05-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
119,5,53,516,1855-06-07-seq-4.txt,1855-12-13-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good th country al ford room neat good order servant obedient ready wait friend nd
120,6,53,519,1855-06-07-seq-4.txt,1855-08-23-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait friend
121,3,53,538,1855-06-07-seq-4.txt,1855-04-19-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient readr wait ffienda
122,5,53,559,1855-06-07-seq-4.txt,1855-10-04-seq-4.txt,furnish good country afr fords room neat good order servant obedient ready wait friend,furnish good country al ford room neat good order servant obedient ready wait friend
123,4,69,72,1855-05-10-seq-4.txt,1855-11-01-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish good as conntry af fords room neat good order servant obedient ready wait friend
124,7,69,179,1855-05-10-seq-4.txt,1856-01-24-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish good country af fords room neat good order servant obedient ready wait pur friend
125,3,69,189,1855-05-10-seq-4.txt,1855-09-13-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,ba furnish good country ai fords room neat good order servant obedient readv wait friend
126,7,69,214,1855-05-10-seq-4.txt,1856-01-17-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
127,3,69,455,1855-05-10-seq-4.txt,1855-03-08-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish good asthe country afc fords room neat good order servant obedient ready wait friend
128,6,69,483,1855-05-10-seq-4.txt,1855-12-27-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish wih good country af fords room neat good order servant obedient ready wait frieud
129,7,69,519,1855-05-10-seq-4.txt,1855-08-23-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish good country af fords room neat good order servant obedient ready wait friend
130,7,69,538,1855-05-10-seq-4.txt,1855-04-19-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish good country af fords room neat good order servant obedient readr wait ffienda
131,3,69,550,1855-05-10-seq-4.txt,1856-01-31-seq-4.txt,furnish good country af fords room neat good order servant obedient feadv wait friend,furnish good thocountry af fords room neat good order servant clidiont readv wait friend
132,4,72,170,1855-11-01-seq-4.txt,1855-09-20-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish a good theeountry af cord room neat good order servant obedient ready wait ou our friend
133,6,72,179,1855-11-01-seq-4.txt,1856-01-24-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country af fords room neat good order servant obedient ready wait pur friend
134,3,72,189,1855-11-01-seq-4.txt,1855-09-13-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,ba furnish good country ai fords room neat good order servant obedient readv wait friend
135,5,72,191,1855-11-01-seq-4.txt,1855-10-18-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish as good country al ford room neat good order servant obedient ready wait friend
136,3,72,194,1855-11-01-seq-4.txt,1855-07-12-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,iwfurnishe with asiod country affolsroom neat good order servant obedient ready wait cn bur friend
137,4,72,205,1855-11-01-seq-4.txt,1855-11-15-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,bo furnish good country al   fords rodms neat good order servant obedient ready wait friend
138,7,72,214,1855-11-01-seq-4.txt,1856-01-17-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,bo furnish good country af fords room neat good order servant obedient ready wait friend
139,5,72,318,1855-11-01-seq-4.txt,1855-07-19-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country atr ford room neat good order servant obedient ready wait friend
140,5,72,330,1855-11-01-seq-4.txt,1855-11-08-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country af    ford room neat good order servant obedient ready wait friend
141,4,72,342,1855-11-01-seq-4.txt,1855-11-22-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good a3 couutrjr af fords room3 neat good order servant obedient ready wait friend
142,4,72,391,1855-11-01-seq-4.txt,1855-06-14-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish aa good country af ford rooma neat good order servant obedient ready wait friend
143,5,72,437,1855-11-01-seq-4.txt,1855-04-12-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country af lords room neat good order servant obedient ready wait friend
144,6,72,455,1855-11-01-seq-4.txt,1855-03-08-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good asthe country afc fords room neat good order servant obedient ready wait friend
145,5,72,473,1855-11-01-seq-4.txt,1856-01-10-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish a good country ford room neat good order servant obedient ready wait friend
146,6,72,483,1855-11-01-seq-4.txt,1855-12-27-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish wih good country af fords room neat good order servant obedient ready wait frieud
147,4,72,495,1855-11-01-seq-4.txt,1855-02-15-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country af fordsroom neat good order servant obedient ready wait friend
148,5,72,498,1855-11-01-seq-4.txt,1855-06-28-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country af ford room neat good order servant obedient ready wait friend
149,3,72,500,1855-11-01-seq-4.txt,1855-06-21-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,befurnishe ih gond country af fords room reat ard good order servant obedient ready wait friend and
150,5,72,506,1855-11-01-seq-4.txt,1855-05-31-seq-4.txt,furnish good as conntry af fords room neat good order servant obedient ready wait friend,furnish good country af lord room neat good order servant obedient ready wait friend
