,date,context
107,1855-09-09-seq-1.txt,"that, in the end. you hear the Judge say, """"Well done, good and faithful servant."" Let the unfaith fulness of others excite you to greater diligence. "
110,1858-01-30-seq-2.txt,"will seek, by every artifice, to mislead and deceive the publto servants. It is te yruielves that you must look for safety and the menus of guarding and "
112,1855-10-24-seq-1.txt,"K:p aad Thick B. o .- and SIhws; Natjru Bregaas, doobl sjic; House Servants Shoes, Ladies and Mes Calf Mo- rncro, aid Kid Boots and Sboea, ail made from good stick; "
113,1855-05-11-seq-1.txt,"No Go .U tuken bick or exchanged when bought No Goods bought by Servants, or upon verbal i orders "
114,1854-11-10-seq-1.txt,"spectable citizens of Nashville- Theadveriiser u permitted to refer to Mr. Samuel Watkins, whose servant was cured ofa most inveterate Scrofula. Also, the servant of Mr. J. "
115,1854-11-10-seq-1.txt,"to refer to Mr. Samuel Watkins, whose servant was cured ofa most inveterate Scrofula. Also, the servant of Mr. J. Collins of the same disease. Five cases ot Cancer huve "
116,1854-11-10-seq-1.txt,""" English Swansdown, very heavy for invalids; Mens. Boys, and all kinds of servants wear; Blankets, Ta ble Linens, Sheeting, etc., etc. "
117,1854-11-10-seq-1.txt,"on hand Corhns of every description, from the plainest servants to theflne Metalic air-tight and air-exhausted Cot fius, the best now in um for preserving the Corps; together "
122,1854-03-09-seq-3.txt,"1 "" 40 "" "" One of the men is a surjenor servant, is not sold for any fault, and will not be sold to any person living out of the "
123,1854-03-09-seq-3.txt,county. Persons wanting good servants for their own use would do well to give us a can. 
124,1854-03-09-seq-3.txt,"Striped Plaid Osnaburgj, do do Domestics, for servants; American and Frencn Prints, "
128,1854-04-25-seq-1.txt,"sjiecbiblffcittrfns-rit Nashvilff- The""advertirl r.ermitfed to, refer to.Mr. Samuel iVstfcis s; b-hose servant ""was crired' ofa most inveterate Scrofula. Also, the servant of lr. Jj "
129,1854-04-25-seq-1.txt,"to, refer to.Mr. Samuel iVstfcis s; b-hose servant ""was crired' ofa most inveterate Scrofula. Also, the servant of lr. Jj Collins of the same disease. Five cases of Cancer have "
132,1854-06-20-seq-1.txt,"spectable citizens ot Nashville- The advertiser is permitted to refer tb Mr. Samuel Watkins, whose servant was cured of a most inveterate Scrofula. Also, the servant of Mr. J. "
133,1854-06-20-seq-1.txt,"to refer tb Mr. Samuel Watkins, whose servant was cured of a most inveterate Scrofula. Also, the servant of Mr. J. Collins nf the same disease. Five cases of Cancer have "
136,1854-08-03-seq-4.txt,"der the shade of trees, or in a retired apartment, thus sav ing great injury to the health of valuable servants, and the heavy expeuse and inconvenience ol large tires. AVe have "
137,1854-08-03-seq-4.txt,"OUR stock of Bleached and Pro. Muslins, Cottonades Servant Stripes and PIaid3, Ac, Ac., is unuu.illy large, and buyers wanting any thing in our line of business, "
139,1860-06-19-seq-3.txt,Single meal-. c.h dren under 1 1 Tears and servants half crlce. Keeping Horse per week........ .$3 50 
140,1860-06-19-seq-3.txt,"Eouth, and shall provide a suSciency of faithful and attentive servants. 1 have also engaged the services of SUPERIOR MUSICIANS, "
141,1860-06-19-seq-3.txt,Springs. ITpChlldren and servants boarded at half price. april25-dtw4m J.J. HARMAN. 
142,1860-06-19-seq-3.txt,"Tine street, recently oceetriel bt O AX Thompson. Xsa. coDtalnlrji; tlx rasas, in sue mam saiiaiDgt aua servants' rooms, kitchen, carriage heose, ttaNs, tie. The Above is a very desira "
147,1857-11-19-seq-3.txt,"forty feet dei p, with an a'ley at Its side and rear. The House contains several rooms besides kitchen, servant's rooms, die. "
148,1857-11-19-seq-3.txt,"B Van Invalid gertleman with Servant a suit ol Rooms or tae wmitr, navine comiomoie arraaeemenu lor "
150,1859-06-23-seq-3.txt,"unnecessary. Charges to wit: For regular boarders S7.l0ptr week; Children, under twelve years old, and servants hair price; T.,n,tni l!irilrS from SIAS to Si UOrerday. Horses 73c per "
152,1857-05-06-seq-1.txt,"feet deep, with a good two story Brick House containing 6 or 10 rooms, servants' rooms, kitchen, 4c, a good well, smoke house, die. Both Lots finely set with shruobery. shade and "
154,1859-09-14-seq-1.txt,"A. .T DUNCAN & CO. - Plantation nnd Servants' Goods. We have in Store a very)rg Stock of GoocL?, "
155,1859-09-14-seq-1.txt,"We have in Store a very)rg Stock of GoocL?, adapted to Servants,. whlea-.vre Trill sell very low , A. -X'DtlNCANCO. "
156,1859-09-14-seq-1.txt,"seat strrictitt in prkss, qusRttcs aad atils. Flanfatlcn and Servant Goods, in great variety. "
157,1860-12-06-seq-1.txt,qnalities; Servants' shoes cf every kind. All of which I will sell very cheap for cash. Call at No. 30 
158,1859-07-09-seq-1.txt,"The booze is very large end commodious, containing over twen ty re.ifeS, with servant-' rooms, cellars, coal and wood sheds, ic. The house is in good order, most of it bang recently rebuilt und "
159,1859-07-09-seq-1.txt,"T"" HAV? just rcoelved about forty negroes for sale, including 1 several good families, and a few well qualified house tervanta, VU and look at them, as I will sell cheap for cask. "
161,1860-10-03-seq-1.txt,"qualities; Servants' shoes of every kind. All of,wh!cn'I will sell 1 cheap for cash. Call at No. 30 "
162,1860-10-03-seq-1.txt,"Fair Ground. The house has seven rooms on the first floor, two in the attic, and three in the basement, three brick servants' houses, a smoke house, and large ice house; has been newly "
163,1860-10-03-seq-1.txt,"suburbs, consisting of a well built dwelling of eight rooms, largecellars, servants' houses, stables, &c. and between eleven and twelve acres of superior garden land. I will sell the dwell "
164,1860-10-03-seq-1.txt,"ne is perfectly sound, an excellent cook wd the best trained dining room and bed room servant . ; sold for no fault save that he cannot or will not agreer with va "
168,1857-07-03-seq-1.txt,"feet deep, with a'iood two'ttorV flrirl TTon 10 rooma.servanti rwurw. tltchfln-rt r .a'ruwl.-ali -mvu uuuj,uc. uota lAjta uneiy set witn snruoDerj, snsaeranil "
171,1857-09-20-seq-4.txt,"I AM oTi-psred t furnish COKFINS of ovrv desciltl'on, 1 lr in the ne Cask t to tbe pi dnest Servants i offln. to gether wilb everything necessar for Punerals. A'l orders "
172,1857-09-20-seq-4.txt,Children under 10 years old - Hair Price. Servants of alleges .... Hall Price. Anv amount of all kinds of conveyances ready a' all timer 
173,1857-12-08-seq-4.txt,"goods, Bleached and Brown uoiumt; wooi, uu.ou ton Flannels, elrlped cottons for servants, In great variety Heavy goods ior nouae anu ueiu "" '""""-i "
174,1857-12-08-seq-4.txt,""" ""Kip do; For Piantatlcmoud.XXo.tse Servants. Men's, Boy's, and Youth's Broganri "
175,1857-12-08-seq-4.txt,"Wcmtn's extra size Calf and Goat Bootees ; Servant's "" Kip and Dutch Bootees; I Calf and Goat wiih Heels. "
177,1854-09-17-seq-3.txt,Negro women's Plantation thoes; House Servants' Sbce; Youths' and Children's coarse and fine Shor-t; 
178,1854-09-17-seq-3.txt,""" Euglish Swanvlown, very hejvv W-ir'valids: Mens, Boys, and all kinds ot servants near; Blanket Ta ble Linens, Sheeting, etc, etc. ' "
180,1859-10-07-seq-4.txt,"Tha house is very lanre and commodions, contalnine over twen ty ro-ms, witli servants' rooms, cellars, coal and wood shads, fee. TkelionseUin (rood omer.most oi u Deinejrecenuy reouusanQ "
182,1859-06-02-seq-2.txt,"THATi: just received about forty-negroes for sale, including w several gooa ismiues, anu a lew wen q nausea Douse servants. uaii ana 100c ai mem, as 1 win sen cneap ror casa. "
184,1860-05-08-seq-4.txt,El Sultan; Cervantos; La tflor de Araugo; 
185,1860-08-25-seq-2.txt,"is unnecessary to discuss them. I am. sir, respectfully, your obedient servant. Edwaeu Everett, "
186,1860-08-25-seq-2.txt,"I am, dear sir, very respectfully. Your friend and servant, Edward Everett. Hon. Nathaniel A.Borden. "
189,1859-12-02-seq-4.txt,"Best Mantle Ora's. with summer fronts. Plain Orates, all sites and prices. Jam Grates for offices and servant'i rooms, very cucap. "
190,1859-12-02-seq-4.txt,"The house Is very large and commodious, containing over twen ty ro.ms, with servants' rooms, cellars, cost and wood sheds, Ac. The house Is In good order, yiost of it being recently rebuilt and "
193,1857-08-15-seq-2.txt,"TV them are two good cooks, several first rate house servants, a good blacasmllh and 10 or IS g-od Held hands. aul tf II. II. IMY.tlS "
195,1854-02-23-seq-1.txt,"NEGUO WOI&AN FOR. HIRE. A GOOD COOK, house servant, Ac, with two children. I prefer hiring to persons living in the country, and "
196,1854-02-23-seq-1.txt,"Mr. W. B. Oliver, of Dayton, Dooly Co.. Go., under date of May 80, 1S53, writes ""that a servant girl who was so re duced that no one would irivo a thriD for her life,"" She was "
199,1853-06-01-seq-4.txt,", tlsth? ffoll kiutn. ii.i&iuirtr t?;.iin (jt'i.tt IjTi-isftr servants, Prints chintzes, ' t'41!iin.i?eregf h-Lsineiv- - , "
200,1853-06-01-seq-4.txt,"Covere I Collins from 2.) to $75 00 Servants"" Coffins 1 00 per foot. All orders left at my store un College street. No. 25, oppo-. "
201,1853-06-01-seq-4.txt,"market affords: and tlie'l'ronrietor tnists.br a svstematic i course, both with servants and tlie generally, he will be enabled to- pi "
202,1853-06-01-seq-4.txt,"those tliat may favor him with their i course, both with servants and the regn!atiotis of the house lo give entire satistactiou to "
203,1853-06-01-seq-4.txt,"2 valuable stout Men; S Women, extra Cooks and House Servants: 1 Woman and Child, 21 years old, good Cook; "
207,1856-09-21-seq-2.txt,"House is a two atory brici. with seven rooms, gas all through it, with Store Rooms, Kitchen. Servant Iiooms, Bath House, Stable, Carriage House, Coal, Wood and "
208,1853-05-31-seq-2.txt,"wl,n1 'n.,1.1m Iif i.nars witn.-s to the (act that he , has Mecn a faithful and eflicient ' pnblic servant. Sprung fiom tho laboring classcss, he has acknowl "
209,1853-05-31-seq-2.txt,"' embrace Geometry, Trigonometry and their applications. Very respectfully, your obedient servant. NATH'L. CROSS. "
210,1853-05-31-seq-2.txt,"Commission Jlerchants, of this cty. Your .servants, april Co PERKINS, CAMPBELL, A CO. "
214,1861-05-09-seq-2.txt,two each. No enlisted man in the service of the State shall be employed as a servant by any officer of the army. 
216,1855-03-17-seq-1.txt,"greatest and most natioxal of onr own writers, but that he is of the class of .Cervantes, Lo Sage, Shakspeare, Goethe, and Scott, whose displays of genius in literature "
217,1855-03-17-seq-1.txt,"of rich bottom land. There is a good roomy framed dwel ling, fioiued barn and stable, servant Iiouks, two never falling well and spring water, a good young orchard, and in "
218,1855-03-17-seq-1.txt,"Double Sole Negro Brogans; House Servants Shoes, beaty and light ; Youths' and Children's coarscand tine Shoes; "
219,1855-03-17-seq-1.txt,"No Goods taken back or exchanged when bought. No Goods bouzht by Servants, or upon verbal orders win De tasen uacK. it oic.i.uin x uu. "
221,1858-04-06-seq-4.txt,"-1- present occupied br Mr. Fellows. It contains six rooms besides kitchens servants rooms, die. and hat about 7 acret of ground attached. It would be leased lo agoo-i tenant "
222,1858-04-06-seq-4.txt,"Woman's extra size Calf and Goat Bootees ; Servant's ' Kip and Dutch Bootees; i "" - Calf and Goat with Heela. "
224,1858-12-03-seq-2.txt,"the cooking-room, neatly covered and enclosed with laltkB. work; servants rooms, smoke-bouse, and saddle-house, all of pnex. . -i-pc a ara emyrscep q area , atctBseca.ait eaclesed "
226,1855-01-12-seq-1.txt,"torv brick building, c-.ntaii.ing' 4 large rooms, dimng rootii. passage, (Mirctrfss, cWts, tilehen, servants room, moke hfwe, Ac, and aas beaatitul shade trees in the "
227,1855-01-12-seq-1.txt,"KEQEO KAN ""jEEALE AX Y"" perstin wishing to secara a valuable servant one qua! i tied for anv lap.vrity about a hocso an excellent "
228,1855-01-12-seq-1.txt,"greatest and most national of our own writers, but that he is of the class of Cervantes, Le Sage, Shakspeare, Goothe, and Scott, whose displays of genius in literature "
229,1855-01-12-seq-1.txt,"of rich bottom land. There is a good roomy framed dwel ling, framed barn and stable, servant houses, two never failing well and spring water, a good young orchard, and in "
230,1855-01-12-seq-1.txt,""" English Swansdown, very heavy for invalids; MonSj Boys, and all kinds of servants wear; BlankeU, Ta ble Linens, Sheeting, etc., etc. "
231,1855-01-12-seq-1.txt,"No Goods taken back or exchanged when bought. No Goods bought by Servants, or upon verbal ordera will be taken back. R. C. McNAIRY A CO. "
236,1856-08-14-seq-4.txt,Also a large stock of oxtra heavy colored and whlta Cot ton for Servants Pants ; and Plaid and Stripd Oenaburgs nd Domestics in great Tanety ; nd i-i Oenaburzs and 
237,1856-08-14-seq-4.txt,"tssW B3ueadm!red by all who havsseco it,) to ths plainest servant's Cefn. Abo, elegant HEASE3 aad HORSES, together with "
238,1856-08-14-seq-4.txt,"as being greaily to the benefit of the dealer and consuxer. Also, an assortment ot servants ciotnes fiiwars oa sand. all of inch quality and prices that it need3 out a trial to be "
241,1853-09-29-seq-2.txt,"tciU be made for ad tice rr medicines, Tho attention of masters and owners of servants is par ticularly invited to the above. Those liaving servants af "
242,1853-09-29-seq-2.txt,"Tho attention of masters and owners of servants is par ticularly invited to the above. Those liaving servants af flicted with Scrofula, (JraPtl, stiffness or soreness of the "
245,1853-12-01-seq-2.txt,"THUKalJAY EVENING. Dec. 1st Admittance 50 cent. Children and Servants 25 cents. Doors ojien at ifo'clock vunaiu nseaail-j o CIOCK. v. IS. t4 AS, "
246,1853-12-01-seq-2.txt,"Description of the various articles of Furniture, with, the Nature of their Materials; Duties of Servants; General Account of the Animal and Vegetable. Substances usjd as "
247,1855-08-23-seq-3.txt,"ing the us of them to my Iriends, in preference to any other. Respectfully, your obedient servant, C. JOUiVSON. "
249,1861-09-11-seq-2.txt,"give them his personal attention. Very respectfully, your obedient servant, John B. Floyd, "
251,1861-06-07-seq-1.txt,"The slave is admitted, in the petition, to have been a capable, valuable servant, asiJa from her temper, dispositions, ana immoral oauiis. ouu auw "
253,1855-03-29-seq-4.txt,"1 also have 10 negroes consisting of two Families, that 1 can saiisfy any gentleman are as good f ervants as there U in the State, restricted on the sale to citizens of Davidson "
254,1855-03-29-seq-4.txt,"on hand Codins of every doscrio'ion, from tho plainest servants to the tine Metahc air-tight and air-exhausted Cof fins, tho best now in use for preserving the Corps; together "
256,1856-11-07-seq-1.txt,"all qualities.. Also, a complete stock' of Staple Goods. Servants' Goods of allkindsto which wb. invite the atten tion of all CASH buyars, as we can give food barraine. "
257,1861-10-31-seq-1.txt,"uobnppy State. She is accompanied by her accem filUbed daughter, one 6on and several servants. Lurglile and prosperity ttttend thens In Texas. "
259,1856-12-04-seq-1.txt,"all qualities. Also, a complete stock of Staple Goods Servants' Goods of all kinds, to which we invite the after? tion of all CASH buyers, as we can give good bargains. "
260,1856-07-31-seq-1.txt,"' "" ' w.ek, 7 00 Children. caderlO years. and servants balfthese prices. tST"" A liberal deduction for families where the number "
261,1856-07-31-seq-1.txt,"Kip and Thick Boots and Shoes: Necrro Brotrana. double sole; House Servants Shoes, Ladies and Misses Calf Mo rocco, and Kid Boots and Shoes, all made from good stock "
262,1856-07-31-seq-1.txt,"all qualities. Also. a. eomnleto aiifwt- i sia.-.. n. Servants' Goods i of all kinds, to which we invite tiie atten- ,o ,,'ai,u Dnyini, as n e can give pod bargvns. "
264,1853-09-24-seq-1.txt,"market a-brds: and the Proprietor trustsby a sntematio ours. both with servants and the regulations, ofthe house oviU'raUv. be will be enabled""-, give entire stisfction to "
266,1853-07-07-seq-4.txt,"cloths ofall kinds. Domestic Goods ofall kinds fcr servants, Prints chintzes, Glnhams, Berege deLalnes. "
268,1853-11-02-seq-2.txt,tviUbe t.tiJefr aJctee or tiudieinen. The abention of masters aud owners of servants ' is pal-li-marl invited to the above. Those having servants af 
269,1853-11-02-seq-2.txt,"The abention of masters aud owners of servants ' is pal-li-marl invited to the above. Those having servants af flicted with Scroful, Grarel, stiffness or soreness of the "
272,1858-09-18-seq-4.txt,"' furnish cornss of description, from the fineCa-ket to tl plainest Servants Coffin, together with everything necessary for Funerals. AH orders left at my Warerooms, Deaderick street, "
273,1855-02-11-seq-1.txt,KECR0 KAN TOP. SALK. ANY person wisb.ng t-.i secure a va'uable servant one qualified for aoy capacity about a Ihni.-kj au excellent 
274,1855-02-11-seq-1.txt,"GHEAT23T i.nd most jcatioxal of our own writers, but that he is of the class of Cervantes, Lie ftage, snatspeare, . . . 1 . l O trkni. fl'cr.' n i"" j . ,f nafljna in I i f rtf n PA "
275,1855-02-11-seq-1.txt,"of rich bottom land. There is agood roomy framed dwel ling, fiumed bam and stable, servant benses, two never failing well and spring water, agood younir orchard, and in "
276,1855-02-11-seq-1.txt,"Double Sole Necro Brceans: House Servants' Shoe"", heavy and lijrbt : Youths' and Children's coarse and fide Shi "
277,1855-02-11-seq-1.txt,"age, slept in a chamber in another part of the house, near the room of the servant-maid who lived in the family. ' "
281,1856-09-12-seq-4.txt,I'laids for Women's Dresses. Iluntsville Plaids for servants' dresses bright colors; Eastern Plaids a large stock; small checked and striped Shirting; heavy 
282,1856-09-12-seq-4.txt,"WE offer for sale u desirable and commodious Dwel ling, with a good Kitchen, Servants Rooms, Stable and Carriage boue, all of brick. "
283,1856-09-12-seq-4.txt,"taining 10 rooms, with porches, kitcntn, smoke house, store room and servants' rooms, Ac. A splendid Cistern 10 feet in diameter and 13 feet deep "
