,date,context
170,1855-10-29-seq-2.txt,"Barron—""You have found lior again."" Scene changes Enter another stranger, a colored servant—Addresses herself to a lady in the boxes—""Mistress! I've found "
171,1855-10-29-seq-2.txt,"closet."" Tears start in every eye ; shouts of laughter growing louder and deeper; colored servant retires amid thunders of applause. "
172,1855-10-29-seq-2.txt,"ville Turnplkh, was Inst. oh Saturday, a Roll of Vir ginia Cloth for servants' clothes, together with a Bear Skin. A suitable reward will be given the tinder who "
173,1855-10-29-seq-2.txt,"self as a white man, to take the other named negroes, as his servants, to a free State. oc 28—ts F* STKAMEK BKLVIDKUE "
174,1855-10-29-seq-2.txt,"seven rooms with fire places, and his ample accom modations for servants, beside* stable and carriage house; is iu good repair. "
175,1855-10-29-seq-2.txt,"o bales English Whitney aud aud Mackinaw do., with a tine stock of best quality Servant's Blankets. In store and forsale to the trade verv low by "
181,1855-10-29-seq-2.txt,"Also, a general assortment of Clothing and Blankets for servauts. oc 29 cloaks:: cloaks:!:- "
190,1853-11-23-seq-3.txt,"conveniences, such as gas, water closets, bathing ro'/iii, &c. &.c. CJood kitchen, servants* rooms, &C. Terms accommodating. Apply to "
194,1856-08-06-seq-3.txt,"Sevralgia, VitHJa. PUtt, Hnwcl Complaints, H'orsss and Servant Debilitiet, and til diseases arising from impure blood. "
195,1856-08-06-seq-3.txt,L'l HNITLKK PULIKIUKIJKM'rUttIi I- CORKS; Mount Eagle Tripoli; The Servant*' Friend; Sponges of every description; Chamois 
196,1858-04-14-seq-3.txt,"whilst in every description of Ilouee-Keeping Goods; for familit sand servants,they have every aiticlefthat can be called for. "
200,1862-07-29-seq-2.txt,"dwelling containing-room*, un office in the yard, bt side.-, servants' houses, tobacco bafts, stable, ice house, Bad on excellent orchard of old and young "
201,1862-07-29-seq-2.txt,"V Y7\\X 1 Ci'—A ft-'ft-K — t.-ii*. with tour c. ; \\ tl— roosas.servants'rnom,-hnd fcitclien. — j A.i.lr- ss, at thtooißoe,'*(_ _."" to -.• | -:t* •* "
208,1855-08-31-seq-4.txt,"price. Servants travelling by themselves mnst be famish ed with two passes, so that one can be retained in "
209,1853-04-16-seq-3.txt,"117""ANTED TO iiIRE, tor the remainder of If the year, Dining Room Servant, in a pri vatefamily Aop y at this offise. ap]s—3t "
210,1853-04-16-seq-3.txt,"-0 chase, to remain in the city, one Female Cook, one Ladies' Maid, and one Man House Servant—all of whom must be No 1, as to character and quali "
211,1861-03-02-seq-1.txt,"Theyshoold bear in mind that they were j,,. .| iff but the mere, servants ol ilw» ,„ inle. The pnqtosition to amend the C0n "
215,1858-12-22-seq-3.txt,"tuckv Jean*, suitable for Rot*' W«*r: fine Bed anr Orli> Blanket*; also, a large stock of Servant*' di a heavy *tock of Nearo Clothing. of everr qnal t}, "
216,1858-12-22-seq-3.txt,"bRV r A?ifS' CLOTHING —We have a good assortment of Servants"" Cl->thing 011 bat.d aud ns we ar^ 1 'lt>#*irou9 to clt'Ar it u!l out, w«i will of "
217,1858-12-22-seq-3.txt,"tiu v,til give his personal attention (when re quired) to Servants hired out by him duriug the year. His office is on Marshall street, betweeu 6th "
218,1858-12-22-seq-3.txt,"and 7tli, in the foimer law Jam s Lyons, Esq Fersous in tho country, sending me Servants will please write me before the end of the year, anu "
219,1858-12-22-seq-3.txt,"»e»m»lro«s, factory hands, laborers, leys and girts Vhcse are family servants ana are sold for no ranlt, but to settle up the estate Terms cash "
223,1853-07-15-seq-3.txt,"striking; her with a brick bat, which he threw at a servant ol Mrs. Stephens. Alexander Patteson has also been arrested on the charge "
226,1855-08-02-seq-2.txt,"in our humble judgment, were ""more honor ed in the breach than the observance."" It is not only the pest of omr deliberative as"" "
227,1853-12-20-seq-3.txt,"GOULDIN, General Agent ami * ' Collector, will continue to hire oat servants ■jt the ensu'.tp year, to rent out house®, to coi "
228,1853-12-20-seq-3.txt,"■.;haser residir here or not far distant, would be pre :erred. •he r ,„t only a very capable servant, but of toe best < jjjarscter, "
229,1853-12-20-seq-3.txt,"ROBERT HILL continues to hire out Servants, Collecting of Debts of ever? descrip tion. aud devotes particular-attention to the Collect "
235,1861-12-18-seq-3.txt,"I'olonel in the Confederate army. It has been unoccupied, except by his servant*, since Ul* advent into the Confe wit* army, and offer "
236,1861-12-18-seq-3.txt,ed a moat appropriate and convenient place for Its present use. The servants left inch irge by Johnson tire still continued in the 
237,1861-12-18-seq-3.txt,"IN y .u-a, (aaM te be a good cook.) ar.d tars 1 rai.t ehftdrsn. 'll.e-, servants aie remarkably ilk*;-, act! va nabl-. "
246,1858-07-17-seq-3.txt,"H> dence, in Henrico, on the 14th of Jnce last. >(§.,®iiiv servant woman ELKNuRA. (calls her- Klenora llill ) Sheisa very brigbtmu "
247,1858-07-17-seq-3.txt,"Children under 12 years of age, half price. Servants do 49~ Meals sent to rooms at an extra charge, "
248,1858-07-17-seq-3.txt,"MAN. In her 22d year, who ia a good fceamst'fss general boose servant, Coolr. Wa-h« r an ■ Ironer; of g> od deposition and excellent character. Also, a "
253,1853-10-25-seq-3.txt,"J » w UUnre of the y? ar, a wod Cooi Alio « Mtt Vin'cif Rooi' Servant, ipaiy to "" oe v- r, J B. fUBR, "
254,1853-10-25-seq-3.txt,"De Laines. Mouelins, Ginehams, Prints, etc., also goods adapted to men's children's, asd servant's wear, of every style and quality. Trimmings. Hosiery, "
255,1853-10-25-seq-3.txt,"every desoripuoL l ; several brand* of the tinesi Chew ing I'ob-icco; Bacon for family use and servants; Muck er""! and Herring*; ail kind* of Sugars, Molasses, Mut "
261,1861-02-04-seq-1.txt,"cts.; Calicoes at all prices: Ladies' and Ueuts' Shawls ; Bed and Servants' Blaukets ; Cashmeres ; Satinets ; Jeaus, for boys and men, at "
262,1861-02-04-seq-1.txt,"leaks. Dress Silks, Poplins, Ripps, Mermoes, doiiselaiues, Servants' Clothing of all kinds , in short every variety of Dry Uoods, at very reduced "
263,1853-05-10-seq-3.txt,"prompt aitentioa Salary moderate, my 9 3t* WA.VriiLI. —1 Wisn to hire aVV hite Servant of good disposition, that can come well recom "
264,1853-05-10-seq-3.txt,"ap 21 —lm Blue Ridge Railroad. \\TANTED,—2S Servants wanted for the » » Springs, viz: Dining room Servants, Bath "
265,1853-05-10-seq-3.txt,"\\TANTED,—2S Servants wanted for the » » Springs, viz: Dining room Servants, Bath room Servants, Chamber Maids and Washers and "
266,1853-05-10-seq-3.txt,"» » Springs, viz: Dining room Servants, Bath room Servants, Chamber Maids and Washers and Ii oners. Persons having such for hire, will call im "
267,1853-05-10-seq-3.txt,"Af | fsKIiVAiVTs W ANTEIi FoiTtHE tJ"" Sf RINGS, viz: Dining Room Servants, Cham bermaids, <kc. Persons having such tor hire, will "
268,1853-05-10-seq-3.txt,"We have now in atore a full aaaortment of HeavvCottona and Linena, auitabie for Servanta' Clothing DUDLEY tc JOHMSTO*, "
269,1858-10-27-seq-3.txt,"Maryland Linseys, Plain and Plaid Omaburgs A very large stock of Bed and servants' Blankets Bleached a; d I'rown Hlieftiugs, Mhirtiogs and Duck "
270,1858-10-27-seq-3.txt,"and Shawl* is complete. Our st< ck of Men.' Wi ar. Blankets, Flannels, Servants' Wear aud Domestic Good* is very large. All we aak of those who are "
271,1858-10-27-seq-3.txt,"worked at that; Woolen Shirts and Drawers; Bed and Servants' Blanket*; Hosiery and Gloves at a great job. My motto, small profits and quick re "
272,1858-10-27-seq-3.txt,"its use—a plain dwelling, six or seven tobacco barns granary. stables, sheds and servants' nouses. About one half of eaten""!*"" isepen and in cultivation "
279,1861-05-28-seq-3.txt,"""Witb sincere respect, we are f r ""Your obeoient servants.' Dow tub Khsttcbiass lljui'i.b a Birtß,— "
283,1855-07-14-seq-1.txt,"Sent ar- !i vit-(i to view tbe premises, v hira will Be Kh. Q 'j c. tervant on the lot, and whcr< terma gkn'i utter P'ktti' nlars may ba obtained. A cad to- "
285,1862-05-21-seq-1.txt,"m-'St Important duty I require eight com pe t*n« servants and tne cook, one bricklayer, and one plumber. "
286,1862-05-21-seq-1.txt,"while I was in the War Depart men tot. basinets. 1 sent my servant, AU3 TIW, who is so well known in Richmond, to "
287,1862-05-21-seq-1.txt,"[\ near Dayton. Marengo county, Ala., my dining-room servant, JAMES, sometimes call ing himself James Clarke, a br gat mulatto, "
295,1862-10-14-seq-1.txt,"cool, pleasant room, and .were attended I .•: guards and servants wi .: marked SJad is Ra tions wei - m,l ,•■ . •.,..- . -. • t "
299,1853-02-02-seq-4.txt,"Meck't-nburg; J M Di. he, ai,d J D Ware, isle of Wight; - W Collin, dan:ht< r and servant, Ports mnti h; I, M Si '*>t'ey. »•- = David Goodwin, Isle of "
300,1853-02-02-seq-4.txt,•eat is not occupied or claimed by them ; from 10 and under 15 years of age. half price. Servants travelling by themselves must be furnished with 
303,1862-07-24-seq-1.txt,"\try rejpectfo'ily, lour id-edit nt servant, G. W*. Ra.nuoi.mi. "
306,1855-05-11-seq-1.txt,Penonal Propertj; ficnt oat Uutni Mid hira out Servant# OT Deed# of arery deierlption will be aooaratel* 
307,1864-01-02-seq-2.txt,"•p Blacksmith's work ; on* boy, 18 years of age, for a House Servant; and one girl, 17 years of age, for housework XT* B JOHNdON, "
308,1864-01-02-seq-2.txt,"j t S—4t* Gra -c st, between 7th and Bth. wSS& Hire-—A Dining-Boom Servant, 18 years old;' _; also, a Chambermaid, who ia a good washer "
309,1864-01-02-seq-2.txt,"(xßaat washer and ironer, very fine rook aad 'B'*arri«tre£i., aad a good bouse servant anl nurse.— Hold ror no fault. Apply at Gary Street Jail. "
310,1864-01-02-seq-2.txt,WANTS. WANTED— TeoWliite Servants—l wish tob'.re two white servants by the month or year—BßS 
311,1864-01-02-seq-2.txt,WANTED— TeoWliite Servants—l wish tob'.re two white servants by the month or year—BßS a good t-ock. nraslier and ironor: the other as general 
312,1864-01-02-seq-2.txt,"a good t-ock. nraslier and ironor: the other as general servant in thn house- for which a fair price will be nafd. Apply at my rcs'.dece ,on SrHh st, between "
313,1864-01-02-seq-2.txt,"WANTED— A white Girl, to act as Kurse and House .Servant. Apply on Grace street, op posite Hi John's Church, Church 11 til. "
321,1859-02-01-seq-2.txt,fe I—2t Und'T Metropolitan Hall. HIRE.—I have for hire a servant GIRL accustomed to waiting: in bouse and 
322,1859-02-01-seq-2.txt,HIKE —I have for hire fo? the *■ balance of the year the following servants: 4 plain Cooks. Washers «Dd Ironers; several young 
323,1859-02-01-seq-2.txt,"** and Wash To a competent one, good wares and a home with wbiteservants, can bo cbtainedby a,- plyln* at thin office. A German preferred, "
324,1859-02-01-seq-2.txt,"ja 31— ts TYTANTED. —I wish to fcire a Servant * * Girl, accustomed to hcuse-work, and to wash "
325,1859-02-01-seq-2.txt,"furnished with kbs. bath rooms, <l<-, with a kitchtn, ample servants accoaimodations, smoke house sta ble carriage house, coal and wood hcuses, Ac, all of "
326,1859-02-01-seq-2.txt,"ties,*c Goods for Servants and Field Hands in Plaid Domestics "
339,1854-11-10-seq-1.txt,"are model legislators. On Saturday, a servant girl named Margaret Colt, employed in the family of Peter Post, J«-rMny "
342,1854-03-09-seq-3.txt,"without incumbrance She can be recommended ai a good servant, and sold for bo fault. A bargain mav be had if early application be made to me * "
343,1854-03-09-seq-3.txt,"LX>RHIRE. —1 have tor hire, tho 1 fe- J? wale House-Servant, about lb years old, and U well aceuatomed to houie-work. Apply to "
346,1863-11-20-seq-1.txt,"! During the greater portion of his absence 1,88-B1 has been used as a servant on the plantation at Alt. Edward Walker, six mile- from Beaufort, by v "
349,1859-04-26-seq-3.txt,"J rise and appearance, about 25 or 24 years old, who is a well-qualified house-servant Be is offer ed for sale for uo fault—is honest and well disposed. "
352,1860-11-29-seq-3.txt,"ing at the lowest possible price- Our stool, of Servants' liars ar.d Caps cannot be beat, either in su litv or price. "
353,1860-11-29-seq-3.txt,"mil Sd, keeps a iane stock of Ladies', Gentle men's and Servants' Wear constantly on band, and defies anyb.idy in Richmond to compete with "
354,1860-11-29-seq-3.txt,"women, together with all other grades, suitable for servants, wen, women and bo»s. Farmers will do well to give me a call, ar No. 03 Main st. "
358,1852-11-11-seq-3.txt,"18th, 19th and 20th of November, Admission—so cents, children and servants half pnee. "
359,1852-11-11-seq-3.txt,"Perlormauces couimence at 2 acd7, P. M. Admission 50cents; children ana servants hall mce. col—l2t "
366,1857-06-29-seq-3.txt,"Do per day 2 00 Children under 12 years of age, and servants, half price "
370,1854-08-03-seq-4.txt,"Another Camphene Accident.—ln Baltimore, on Tueaday morning, a German female, a servant In a family residing in West Lexington street, met "
371,1854-08-03-seq-4.txt,"price. Servantitravellmgby themielveimutbe furnithed with two pa**e*, *o that one can be retained in tba "
372,1854-08-03-seq-4.txt,"Do way Ii» Servants tssioslllag by ihsnaslvso meet he fi nished with two peases, one to Ve retained at «k» "
375,1852-04-24-seq-3.txt,"commence at 7 FM. Admission 50 cents' children and servants 25 cents. Afternoon per formimce on Saturday, commencing at half past "
379,1860-06-19-seq-3.txt,mr** have been effected by it.. *__ Board #8 par week-ohildren and servant* Addra* JEREMIAH PKTERFIBH. 
380,1860-06-19-seq-3.txt,"Ho'iae. Wagon-Houae, Smoke-Houa, Ac The accommodation for aervanta ia ample. Every room in the houae has gas in it, and there ia "
381,1860-06-19-seq-3.txt,"store room, kitchen, Ac, connected with the main building, three servants' rooms, coal asd wood houa, stable and carriage houa; a large "
382,1860-06-19-seq-3.txt,and has ample accommodatios* for a iaif sEamily ana their servants.and is cms of tb * mat delightful residence* in th* city. The preenta* *rs supplied 
393,1857-11-19-seq-3.txt,Square do. du Servant*' Blanket Shawls Black and con.red Blanket Shawls 
394,1857-11-19-seq-3.txt,"Dimity Hind*. In the ureatest abundance; «r> «t bar gain* in Servant*' Clothiua; Linen handkerchief*, a <5H rent*; Buys' Linrn Collar*, at !'JS cents; Collar* "
395,1857-11-19-seq-3.txt,"of Kkhuian-l, natter thr;u>aUes that tha honea m< j.ric.s oDtaincd for servants sea! to Uwas, wll «4»e satisiactlon to their owners They tiate mm4s ms "
399,1860-08-04-seq-3.txt,"Per week 7 no Ch'ttdren and .ervants hall pri c. j* ti -dim 0. W. BL'RR 1,-*-. "
400,1860-08-04-seq-3.txt,-11. n... Wagon House. Smoke-House. Ac. The icco.i.ii.oiittioii tor servants is ample. Ever) reeiiu iv the house Ins pas in it. aid there n. 
404,1863-03-18-seq-2.txt,"old, wto hi a fir.t .leas Murse a>d Chsi_l.a<* ' Maid or Diniog-rot tv Servant, Cook*, *»V.tea, acd Irous very well, with two"" ipr'ghtly ROTti, about "
405,1857-05-06-seq-1.txt,"riaa of ever, d«orip«io. Ooode for o*l ~»«£ and Servant!' keeping Ooo<U Wegoli«it<mr fitenfl. ana me puo "
406,1852-09-16-seq-1.txt,"old gentlemen's broad brims from the finest to the lowest qua!;t:-'*; Servants' Hats and Caps of all kinds, ii orn -jr.e dollar per dozen un ; Childr» n and "
407,1852-09-16-seq-1.txt,"place of amusement, leaving in charge of their house a female servant, whose particular pen chant was the holding conversations on the "
408,1852-09-16-seq-1.txt,"of the lady, in the other refused it. He then put them in a hat, and called his servant. ""Take one of these letters."" he said, ""and "
409,1852-09-16-seq-1.txt,"""Which you please."" The servant chose a letter. The count burnt the other without opening it. "
416,1854-03-28-seq-2.txt,"to the stable to attend to hi* horses. Shortly after the servant returned and informed him that the of fice had been broken open, but that he had fastened "
419,1852-10-05-seq-4.txt,"old gentlemen's broad b rims from tlie finest to the lowest qualities; Servants' Hats and Caj,s of all kinds, from one dollar per dozen uo ; Childrtnand "
420,1859-10-07-seq-4.txt,"The TABLE le alwar; supplied with the hast the market can afford, and competent servants to watt on the guests. As tlwy are under the immediate "
421,1859-10-07-seq-4.txt,"yearn of aze , OSO "" Colored per*»i<* in servant*' car ..'. o.SU .Colored persons will not !>e permitted in the firit "
422,1859-10-07-seq-4.txt,"sold. Servants traveling by themselves, must be fur nished bv their master* with two passes. *o that "
428,1859-06-02-seq-2.txt,"wari. will be paid for the apprehension of a SaVservant woman,"" JENNY,"" the prop<rty cf B Fry, woo left her hirer in Richmond "
431,1860-05-08-seq-4.txt,"small house , and, not Ions; since, were even obliged to seil a black slave, the sole servant they possessed The wife, who was only "
432,1860-05-08-seq-4.txt,"ksepsa stuck oi Ladies', fiSßtlemen's and Servants' wear constantly oa hand, ami defies any body in Richmond to compete With, nun in his line, "
435,1859-12-02-seq-4.txt,"Ac., suitable for Roys' wbar. In Housekeeping and Servants' Grods, I have a lar*e ana splendid stock, which cannot be sur "
436,1859-12-02-seq-4.txt,"up: 1,000 ladies' Collars l'rom auction, at 3 oents. worth 2£; fIW) mors of those chea» servants Shawls rc* 11«n«< at tlie low rate of 26 otg.; 1.000 "
437,1859-12-02-seq-4.txt,12 4 Ued Blankets closinn nut very chonp; wxj small and large servants' Blankets from Silt its. upwards: 1 000 yanJs the handsomest patterns ot 
438,1859-12-02-seq-4.txt,"lie ran oti at half the regular prices ; SOO larne Bed and Servants' Blankets, very, very cheap ; l,0w) yards Lindsey and Men and Bovs' We r. selling "
439,1859-12-02-seq-4.txt,"Bed BLANK)'. TS White and Col'd Servant's BLANKETS, Together with every article usually kept in a "
440,1859-12-02-seq-4.txt,"Congress Gaiters for Men and Bovs; Extra Heavy Brogans, for Servants; a very good and clieap Calf Shoe, Oxford Ties, Boots, for Men and Boys: the "
441,1859-12-02-seq-4.txt,"keeps a large stock of Ladies'. Gentlemen's and Servants' wear constantly on band, and defies any body in Richmond to compete with hun m his line, "
448,1859-04-07-seq-2.txt,"child, about 7or 8 weeks old. The womanis a gcoa house servant, and should any one lib in want of a wet nurse, she will answer for that. Tho said ne "
449,1859-04-07-seq-2.txt,"r negro WOMAN, who is a good washer and ironer and house servant- File will bo sold at a bargain. Apply to Fi< MOORE, at F Binfordls Ha "
450,1859-04-07-seq-2.txt,"*"" tainingS or 10 rooms, with cfcessurr accom modations for servants. situated, not fnrher south than Main or north i f Lei^h—would lik- it to be "
458,1857-08-15-seq-2.txt,"stris t, north of Leigh. The house has 7 good rooms, besides d sets, green house, kitchen, servant i' rooms, smoke house, Ac , all iu go>*l repair and very ihsln "
459,1857-08-15-seq-2.txt,"tenant, the rent will lie nnslerate ari l \ e<«j tt .iveii uiuaedutely. M> servant, on the lot, will show the premises. Apply to "
464,1852-04-05-seq-2.txt,"J acknowledge my sell indebted to tbein. Respectiullj, their obedient servant ap --dtde* A> MICHAELS. "
